DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,cod_departamento,cod_municipio,region,FEX_C,cant_hog_completos,cant_hogares_vivienda,clase,tipo_vivienda
8400865,1,1,1,Caldas,Palestina,Central,"36,07588344",1,1,Centro poblado / Rural disperso,Casa
8400866,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8400867,1,1,1,Caldas,Palestina,Central,"33,46531363",1,1,Centro poblado / Rural disperso,Casa
8400868,1,1,1,Caldas,Palestina,Central,"68,85643316",1,1,Centro poblado / Rural disperso,Casa
8400869,1,1,1,Caldas,Palestina,Central,"98,07110544",1,1,Centro poblado / Rural disperso,Casa
8400870,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8400871,1,1,1,Caldas,Palestina,Central,"122,7881323",1,1,Centro poblado / Rural disperso,Casa
8400872,1,1,1,Caldas,Palestina,Central,"236,4671305",1,1,Cabecera,Apartamento
8400874,1,1,1,Caldas,Samaná,Central,"112,6905585",1,1,Centro poblado / Rural disperso,Casa
8400875,1,1,1,Caldas,Samaná,Central,"45,92073807",1,1,Centro poblado / Rural disperso,Casa
8400876,1,1,1,Caldas,Samaná,Central,"146,8174421",1,1,Centro poblado / Rural disperso,Casa
8400877,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8400879,1,1,1,Caldas,Palestina,Central,"136,0133827",1,1,Cabecera,Apartamento
8400880,1,1,1,Caldas,Palestina,Central,"89,83010205",1,1,Cabecera,Apartamento
8400881,1,1,1,Caldas,Palestina,Central,"145,1101648",1,1,Cabecera,Casa
8400882,1,1,1,Caldas,Palestina,Central,"274,6870938",1,1,Cabecera,Apartamento
8400883,1,1,1,Caldas,Palestina,Central,"149,7168367",1,1,Cabecera,Apartamento
8400884,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8400885,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8400886,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8400887,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8400888,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8400889,1,1,1,Caldas,Victoria,Central,"17,72645282",1,1,Centro poblado / Rural disperso,Casa
8400890,1,1,1,Caldas,Victoria,Central,"47,23169883",1,1,Centro poblado / Rural disperso,Casa
8400891,1,1,1,Caldas,Victoria,Central,"31,20874977",1,1,Centro poblado / Rural disperso,Casa
8400892,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8400893,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8400894,1,1,1,Caldas,Palestina,Central,"497,8536614",1,1,Cabecera,Casa
8400895,1,1,1,Caldas,Palestina,Central,"72,34052691",1,1,Centro poblado / Rural disperso,Casa
8400896,1,1,1,Caldas,Palestina,Central,"44,60498278",1,1,Centro poblado / Rural disperso,Casa
8400897,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Apartamento
8400898,1,1,1,Caldas,Palestina,Central,"89,83010205",1,1,Cabecera,Casa
8400899,1,1,1,Caldas,Victoria,Central,"36,90678506",1,1,Centro poblado / Rural disperso,Casa
8400900,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8400901,1,1,1,Caldas,Victoria,Central,"65,04041942",1,1,Centro poblado / Rural disperso,Casa
8400902,1,1,1,Caldas,Victoria,Central,"60,83647115",1,1,Centro poblado / Rural disperso,Casa
8400903,1,1,1,Caldas,Victoria,Central,"54,90691438",1,1,Centro poblado / Rural disperso,Casa
8400904,1,1,1,Caldas,Victoria,Central,"31,2754516",1,1,Centro poblado / Rural disperso,Casa
8400905,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8400906,1,1,1,Caldas,Victoria,Central,"65,04041942",1,1,Centro poblado / Rural disperso,Casa
8400907,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8400908,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8402903,1,1,1,Caldas,Manizales,Central,"313,9515192",1,1,Cabecera,Apartamento
8402904,1,1,1,Caldas,Manizales,Central,"336,7154995",1,1,Cabecera,Apartamento
8402905,1,1,1,Caldas,Manizales,Central,"415,6031488",1,1,Cabecera,Apartamento
8402907,1,1,1,Caldas,Manizales,Central,"159,6363615",1,1,Cabecera,Apartamento
8402908,1,1,1,Caldas,Manizales,Central,"137,6727047",1,1,Cabecera,Apartamento
8402909,1,1,1,Caldas,Manizales,Central,"159,6363615",1,1,Cabecera,Casa
8402910,1,1,1,Caldas,Manizales,Central,"264,8471044",1,1,Cabecera,Casa
8402911,1,1,1,Caldas,Manizales,Central,"394,745635",1,1,Cabecera,Apartamento
8402912,1,1,1,Caldas,Riosucio,Central,"245,6852092",1,1,Cabecera,Casa
8402913,1,1,1,Caldas,Riosucio,Central,"146,1998151",1,1,Cabecera,Apartamento
8402914,1,1,1,Caldas,Riosucio,Central,"133,8276128",1,1,Cabecera,Apartamento
8402915,1,1,1,Caldas,Riosucio,Central,"199,4617409",1,1,Cabecera,Casa
8402916,1,1,1,Caldas,Riosucio,Central,"96,55773608",1,1,Cabecera,Casa
8402917,1,1,1,Caldas,Riosucio,Central,"96,55773608",1,1,Cabecera,Casa
8404315,1,1,1,Caldas,Manizales,Central,"171,7924355",1,1,Cabecera,Apartamento
8404316,1,1,1,Caldas,Manizales,Central,"269,141501",1,1,Cabecera,Apartamento
8404317,1,1,1,Caldas,Manizales,Central,"214,2903876",1,1,Cabecera,Casa
8404318,1,1,1,Caldas,Manizales,Central,"142,5203351",1,1,Cabecera,Casa
8404319,1,1,1,Caldas,Manizales,Central,"218,3757974",1,1,Cabecera,Apartamento
8404321,1,1,1,Caldas,Manizales,Central,"302,6061892",1,1,Cabecera,Apartamento
8404322,1,1,1,Caldas,Manizales,Central,"299,8771316",1,1,Cabecera,Casa
8404323,1,1,1,Caldas,Manizales,Central,"292,5016078",1,1,Cabecera,Casa
8404324,1,1,1,Caldas,Manizales,Central,"137,5139508",1,1,Cabecera,Casa
8404325,1,1,1,Caldas,Riosucio,Central,"96,55773608",1,1,Cabecera,Casa
8404326,1,1,1,Caldas,Riosucio,Central,"146,1998151",1,1,Cabecera,Apartamento
8404327,1,1,1,Caldas,Riosucio,Central,"231,8706102",1,1,Cabecera,Apartamento
8404328,1,1,1,Caldas,Riosucio,Central,"177,1555189",1,1,Cabecera,Apartamento
8406586,1,1,1,Caldas,Manizales,Central,"326,708483",1,1,Cabecera,Apartamento
8406587,1,1,1,Caldas,Manizales,Central,"199,2914835",1,1,Cabecera,Casa
8406588,1,1,1,Caldas,Manizales,Central,"340,3326409",1,1,Cabecera,Casa
8406589,1,1,1,Caldas,Manizales,Central,"169,7035239",1,1,Cabecera,Casa
8406590,1,1,1,Caldas,Manizales,Central,"145,4818924",1,1,Cabecera,Casa
8406591,1,1,1,Caldas,Manizales,Central,"208,2726337",1,1,Cabecera,Casa
8406592,1,1,1,Caldas,Manizales,Central,"269,5180062",1,1,Cabecera,Apartamento
8406593,1,1,1,Caldas,Manizales,Central,"137,6727047",1,1,Cabecera,Apartamento
8406594,1,1,1,Caldas,Manizales,Central,"351,3356501",1,1,Cabecera,Casa
8406595,1,1,1,Caldas,Manizales,Central,"349,9348466",1,1,Cabecera,Casa
8406596,1,1,1,Caldas,Manizales,Central,"194,6075109",1,1,Cabecera,Apartamento
8406597,1,1,1,Caldas,Manizales,Central,"210,6023586",1,1,Cabecera,Casa
8406598,1,1,1,Caldas,Manizales,Central,"172,1700013",1,1,Cabecera,Apartamento
8406599,1,1,1,Caldas,Manizales,Central,"193,352949",1,1,Cabecera,Apartamento
8406600,1,1,1,Caldas,Manizales,Central,"228,6645927",1,1,Cabecera,Apartamento
8406601,1,1,1,Caldas,Manizales,Central,"211,894001",1,1,Cabecera,Casa
8406602,1,1,1,Caldas,Manizales,Central,"200,359457",1,1,Cabecera,Casa
8406603,1,1,1,Caldas,Manizales,Central,"269,0523416",1,1,Cabecera,Casa
8406604,1,1,1,Caldas,Manizales,Central,"250,420432",1,1,Cabecera,Casa
8406605,1,1,1,Caldas,Manizales,Central,"193,352949",1,1,Cabecera,Apartamento
8406606,1,1,1,Caldas,Manizales,Central,"342,7777654",1,1,Cabecera,Apartamento
8406607,1,1,1,Caldas,Manizales,Central,"193,352949",1,1,Cabecera,Apartamento
8406608,1,1,1,Caldas,Manizales,Central,"209,1742469",1,1,Cabecera,Apartamento
8406609,1,1,1,Caldas,Manizales,Central,"215,2985393",1,1,Cabecera,Casa
8406610,1,1,1,Caldas,Riosucio,Central,"164,3884931",1,1,Cabecera,Apartamento
8406611,1,1,1,Caldas,Riosucio,Central,"137,1077014",1,1,Cabecera,Apartamento
8406612,1,1,1,Caldas,Riosucio,Central,"149,7831439",1,1,Cabecera,Casa
8406613,1,1,1,Caldas,Riosucio,Central,"164,3884931",1,1,Cabecera,Apartamento
8406614,1,1,1,Caldas,Riosucio,Central,"137,1077014",1,1,Cabecera,Apartamento
8406615,1,1,1,Caldas,Palestina,Central,"325,4144365",1,1,Cabecera,Casa
8406616,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8406617,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8406618,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8406619,1,1,1,Caldas,Palestina,Central,"44,60498278",1,1,Centro poblado / Rural disperso,Casa
8406620,1,1,1,Caldas,Palestina,Central,"33,46531363",1,1,Centro poblado / Rural disperso,Casa
8406621,1,1,1,Caldas,Palestina,Central,"67,44729407",1,1,Centro poblado / Rural disperso,Casa
8406622,1,1,1,Caldas,Palestina,Central,"335,7013427",1,1,Cabecera,Apartamento
8406623,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8406624,1,1,1,Caldas,Palestina,Central,"412,3651073",1,1,Cabecera,Casa
8406625,1,1,1,Caldas,Palestina,Central,"136,0133827",1,1,Cabecera,Apartamento
8406626,1,1,1,Caldas,Palestina,Central,"103,3540006",1,1,Cabecera,Casa
8406627,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8406628,1,1,1,Caldas,Palestina,Central,"83,29556979",1,1,Centro poblado / Rural disperso,Casa
8406629,1,1,1,Caldas,Palestina,Central,"84,27427467",1,1,Centro poblado / Rural disperso,Casa
8406630,1,1,1,Caldas,Palestina,Central,"145,1101648",1,1,Cabecera,Apartamento
8406631,1,1,1,Caldas,Marquetalia,Central,"125,9771289",1,1,Cabecera,Casa
8406632,1,1,1,Caldas,Marquetalia,Central,"339,2968474",1,1,Cabecera,Casa
8406633,1,1,1,Caldas,Marquetalia,Central,"288,658832",1,1,Cabecera,Casa
8406634,1,1,1,Caldas,Marquetalia,Central,"209,3437151",1,1,Cabecera,Casa
8406635,1,1,1,Caldas,Marquetalia,Central,"125,9771289",1,1,Cabecera,Casa
8406636,1,1,1,Caldas,Marquetalia,Central,"361,414345",1,1,Cabecera,Apartamento
8406637,1,1,1,Caldas,Marquetalia,Central,"209,3437151",1,1,Cabecera,Casa
8406638,1,1,1,Caldas,Marquetalia,Central,"231,1315959",1,1,Cabecera,Casa
8406639,1,1,1,Caldas,Marquetalia,Central,"192,5415279",1,1,Cabecera,Casa
8409576,1,1,1,Caldas,Manizales,Central,"176,5364495",1,1,Cabecera,Casa
8409577,1,1,1,Caldas,Manizales,Central,"226,1340525",1,1,Cabecera,Cuarto(s)
8409578,1,1,1,Caldas,Manizales,Central,"283,4488716",1,1,Cabecera,Casa
8409579,1,1,1,Caldas,Manizales,Central,"223,0140072",1,1,Cabecera,Casa
8409580,1,1,1,Caldas,Manizales,Central,"342,4835369",1,1,Cabecera,Casa
8409581,1,1,1,Caldas,Manizales,Central,"192,7317109",1,1,Cabecera,Apartamento
8409582,1,1,1,Caldas,Manizales,Central,"182,1008146",1,1,Cabecera,Casa
8409583,1,1,1,Caldas,Manizales,Central,"172,895362",1,1,Cabecera,Casa
8409584,1,1,1,Caldas,Manizales,Central,"189,1765031",1,1,Cabecera,Casa
8409585,1,1,1,Caldas,Manizales,Central,"240,8390555",1,1,Cabecera,Casa
8409586,1,1,1,Caldas,Manizales,Central,"192,5195312",1,1,Cabecera,Casa
8409587,1,1,1,Caldas,Manizales,Central,"203,6746494",1,1,Cabecera,Casa
8409588,1,1,1,Caldas,Manizales,Central,"201,6510995",1,1,Cabecera,Casa
8409589,1,1,1,Caldas,Manizales,Central,"487,0894166",1,1,Cabecera,Apartamento
8409590,1,1,1,Caldas,Manizales,Central,"143,1373063",1,1,Cabecera,Apartamento
8409591,1,1,1,Caldas,Manizales,Central,"193,352949",1,1,Cabecera,Apartamento
8409592,1,1,1,Caldas,Manizales,Central,"193,352949",1,1,Cabecera,Apartamento
8409593,1,1,1,Caldas,Manizales,Central,"216,836386",1,1,Cabecera,Casa
8409594,1,1,1,Caldas,Manizales,Central,"441,8886152",1,1,Cabecera,Casa
8409596,1,1,1,Caldas,Manizales,Central,"187,7265816",1,1,Cabecera,Casa
8409597,1,1,1,Caldas,Manizales,Central,"351,807399",1,1,Cabecera,Casa
8409598,1,1,1,Caldas,Manizales,Central,"216,836386",1,1,Cabecera,Casa
8409599,1,1,1,Caldas,Manizales,Central,"184,9308555",1,1,Cabecera,Casa
8409600,1,1,1,Caldas,Manizales,Central,"196,7469402",1,1,Cabecera,Apartamento
8409601,1,1,1,Caldas,Manizales,Central,"196,7469402",1,1,Cabecera,Casa
8409602,1,1,1,Caldas,Manizales,Central,"196,7469402",1,1,Cabecera,Apartamento
8409603,1,1,1,Caldas,Manizales,Central,"295,6625096",1,1,Cabecera,Casa
8409604,1,1,1,Caldas,Manizales,Central,"186,3287185",1,1,Cabecera,Casa
8409605,1,1,1,Caldas,Manizales,Central,"254,7836086",1,1,Cabecera,Casa
8409606,1,1,1,Caldas,Manizales,Central,"637,9481667",1,1,Cabecera,Casa
8409607,1,1,1,Caldas,Riosucio,Central,"127,7970036",1,1,Cabecera,Apartamento
8409609,1,1,1,Caldas,Riosucio,Central,"158,2757223",1,1,Cabecera,Apartamento
8409610,1,1,1,Caldas,Riosucio,Central,"177,1555189",1,1,Cabecera,Casa
8409611,1,1,1,Caldas,Riosucio,Central,"381,6697928",1,1,Cabecera,Apartamento
8409612,1,1,1,Caldas,Riosucio,Central,"357,5912866",1,1,Cabecera,Apartamento
8409613,1,1,1,Caldas,Riosucio,Central,"322,0832734",1,1,Cabecera,Casa
8409614,1,1,1,Caldas,Riosucio,Central,"291,5557782",1,1,Cabecera,Apartamento
8409615,1,1,1,Caldas,Riosucio,Central,"110,7574032",1,1,Cabecera,Casa
8409616,1,1,1,Caldas,Riosucio,Central,"290,3161596",1,1,Cabecera,Casa
8409617,1,1,1,Caldas,Riosucio,Central,"270,420482",1,1,Cabecera,Casa
8409618,1,1,1,Caldas,Riosucio,Central,"203,2078011",1,1,Cabecera,Apartamento
8409619,1,1,1,Caldas,Riosucio,Central,"110,7574032",1,1,Cabecera,Casa
8409620,1,1,1,Caldas,Riosucio,Central,"186,8554006",1,1,Cabecera,Casa
8409621,1,1,1,Caldas,Riosucio,Central,"296,0070308",1,1,Cabecera,Apartamento
8409622,1,1,1,Caldas,Riosucio,Central,"349,3755791",1,1,Cabecera,Apartamento
8409623,1,1,1,Caldas,Riosucio,Central,"127,7970036",1,1,Cabecera,Apartamento
8409624,1,1,1,Caldas,Riosucio,Central,"295,6486595",1,1,Cabecera,Apartamento
8409625,1,1,1,Caldas,Riosucio,Central,"212,3679097",1,1,Cabecera,Apartamento
8409626,1,1,1,Caldas,Riosucio,Central,"127,7970036",1,1,Cabecera,Apartamento
8409627,1,1,1,Caldas,Riosucio,Central,"127,7970036",1,1,Cabecera,Casa
8409628,1,1,1,Caldas,Riosucio,Central,"127,7970036",1,1,Cabecera,Casa
8409629,1,1,1,Caldas,Riosucio,Central,"194,1730085",1,1,Cabecera,Apartamento
8409630,1,1,1,Caldas,Riosucio,Central,"98,92434726",1,1,Cabecera,Apartamento
8409660,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8409661,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8409662,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8409663,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8409664,1,1,1,Caldas,Palestina,Central,"74,72837087",1,1,Centro poblado / Rural disperso,Casa
8409665,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8409666,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8409667,1,1,1,Caldas,Palestina,Central,"48,37699371",1,1,Centro poblado / Rural disperso,Casa
8409668,1,1,1,Caldas,Palestina,Central,"30,07821084",1,1,Centro poblado / Rural disperso,Casa
8409669,1,1,1,Caldas,Palestina,Central,"30,07821084",1,1,Centro poblado / Rural disperso,Casa
8409670,1,1,1,Caldas,Palestina,Central,"30,07821084",1,1,Centro poblado / Rural disperso,Casa
8409671,1,1,1,Caldas,Palestina,Central,"30,07821084",1,1,Centro poblado / Rural disperso,Casa
8409672,1,1,1,Caldas,Palestina,Central,"30,07821084",1,1,Centro poblado / Rural disperso,Casa
8409673,1,1,1,Caldas,Palestina,Central,"32,79068554",1,1,Centro poblado / Rural disperso,Casa
8409674,1,1,1,Caldas,Palestina,Central,"48,84297302",1,1,Centro poblado / Rural disperso,Casa
8409675,1,1,1,Caldas,Palestina,Central,"66,08762241",1,1,Centro poblado / Rural disperso,Casa
8409676,1,1,1,Caldas,Manizales,Central,"32,15670687",1,1,Centro poblado / Rural disperso,Casa
8409678,1,1,1,Caldas,Victoria,Central,"23,62709435",1,1,Centro poblado / Rural disperso,Casa
8409679,1,1,1,Caldas,Palestina,Central,"30,07821084",1,1,Centro poblado / Rural disperso,Casa
8409680,1,1,1,Caldas,Palestina,Central,"43,60142089",1,1,Centro poblado / Rural disperso,Casa
8409681,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8409682,1,1,1,Caldas,Palestina,Central,"44,60498278",1,1,Centro poblado / Rural disperso,Casa
8409683,1,1,1,Caldas,Palestina,Central,"30,07821084",1,1,Centro poblado / Rural disperso,Casa
8409684,1,1,1,Caldas,Palestina,Central,"30,07821084",1,1,Centro poblado / Rural disperso,Casa
8409685,1,1,1,Caldas,Palestina,Central,"40,48581201",1,1,Centro poblado / Rural disperso,Casa
8409686,1,1,1,Caldas,Marquetalia,Central,"92,48206056",1,1,Cabecera,Casa
8409687,1,1,1,Caldas,Marquetalia,Central,"61,07982005",1,1,Cabecera,Casa
8409688,1,1,1,Caldas,Marquetalia,Central,"120,1384379",1,1,Cabecera,Apartamento
8409689,1,1,1,Caldas,Marquetalia,Central,"184,6535576",1,1,Cabecera,Casa
8409690,1,1,1,Caldas,Marquetalia,Central,"99,51509063",1,1,Cabecera,Casa
8409691,1,1,1,Caldas,Marquetalia,Central,"141,3035236",1,1,Cabecera,Apartamento
8409692,1,1,1,Caldas,Marquetalia,Central,"82,7896471",1,1,Cabecera,Casa
8409693,1,1,1,Caldas,Marquetalia,Central,"61,07982005",1,1,Cabecera,Casa
8409694,1,1,1,Caldas,Marquetalia,Central,"61,07982005",1,1,Cabecera,Apartamento
8409695,1,1,1,Caldas,Marquetalia,Central,"101,4999831",1,1,Cabecera,Apartamento
8409697,1,1,1,Caldas,Chinchiná,Central,"210,1178352",1,1,Cabecera,Apartamento
8409698,1,1,1,Caldas,Chinchiná,Central,"337,3455243",1,1,Cabecera,Apartamento
8409699,1,1,1,Caldas,Chinchiná,Central,"114,5236829",1,1,Cabecera,Apartamento
8409700,1,1,1,Caldas,Chinchiná,Central,"294,8204461",1,1,Cabecera,Apartamento
8409701,1,1,1,Caldas,Chinchiná,Central,"273,7316797",1,1,Cabecera,Apartamento
8409702,1,1,1,Caldas,Chinchiná,Central,"116,430966",1,1,Cabecera,Casa
8409703,1,1,1,Caldas,Chinchiná,Central,"212,4978775",1,1,Cabecera,Apartamento
8409704,1,1,1,Caldas,Chinchiná,Central,"137,975587",1,1,Cabecera,Apartamento
8409705,1,1,1,Caldas,Chinchiná,Central,"88,50622731",1,1,Cabecera,Casa
8409706,1,1,1,Caldas,Chinchiná,Central,"203,4354844",1,1,Cabecera,Casa
8409707,1,1,1,Caldas,Chinchiná,Central,"164,6233756",1,1,Cabecera,Casa
8409708,1,1,1,Caldas,Chinchiná,Central,"88,50622731",1,1,Cabecera,Apartamento
8409709,1,1,1,Caldas,Chinchiná,Central,"466,6995037",1,1,Cabecera,Casa
8409710,1,1,1,Caldas,Chinchiná,Central,"176,6595405",1,1,Cabecera,Casa
8409711,1,1,1,Caldas,Chinchiná,Central,"127,1948691",1,1,Cabecera,Casa
8409712,1,1,1,Caldas,Chinchiná,Central,"318,6041488",1,1,Cabecera,Casa
8409713,1,1,1,Caldas,Chinchiná,Central,"116,430966",1,1,Cabecera,Casa
8409714,1,1,1,Caldas,Chinchiná,Central,"255,0536565",1,1,Cabecera,Casa
8409715,1,1,1,Caldas,Chinchiná,Central,"84,00591066",1,1,Cabecera,Casa
8409716,1,1,1,Caldas,Chinchiná,Central,"386,4239399",1,1,Cabecera,Casa
8409717,1,1,1,Caldas,Chinchiná,Central,"193,8856061",1,1,Cabecera,Casa
8412270,1,1,1,Caldas,Manizales,Central,"411,0100794",1,1,Cabecera,Casa
8412272,1,1,1,Caldas,Manizales,Central,"184,9308555",1,1,Cabecera,Casa
8412273,1,1,1,Caldas,Manizales,Central,"213,9105902",1,1,Cabecera,Casa
8412274,1,1,1,Caldas,Manizales,Central,"280,0987575",1,1,Cabecera,Casa
8412275,1,1,1,Caldas,Manizales,Central,"331,9526538",1,1,Cabecera,Casa
8412277,1,1,1,Caldas,Manizales,Central,"194,1373423",1,1,Cabecera,Apartamento
8412279,1,1,1,Caldas,Manizales,Central,"195,3969937",1,1,Cabecera,Apartamento
8412280,1,1,1,Caldas,Manizales,Central,"503,007547",1,1,Cabecera,Casa
8412281,1,1,1,Caldas,Manizales,Central,"208,5390498",1,1,Cabecera,Apartamento
8412283,1,1,1,Caldas,Marquetalia,Central,"190,7442499",1,1,Cabecera,Casa
8412284,1,1,1,Caldas,Marquetalia,Central,"89,58373607",1,1,Cabecera,Casa
8412285,1,1,1,Caldas,Marquetalia,Central,"160,3452468",1,1,Cabecera,Casa
8412286,1,1,1,Caldas,Marquetalia,Central,"243,7794701",1,1,Cabecera,Casa
8412287,1,1,1,Caldas,Marquetalia,Central,"89,58373607",1,1,Cabecera,Casa
8412288,1,1,1,Caldas,Marquetalia,Central,"185,0553739",1,1,Cabecera,Apartamento
8412289,1,1,1,Caldas,Marquetalia,Central,"169,5617698",1,1,Cabecera,Apartamento
8412290,1,1,1,Caldas,Marquetalia,Central,"89,58373607",1,1,Cabecera,Casa
8412291,1,1,1,Caldas,Marquetalia,Central,"105,7473257",1,1,Cabecera,Casa
8412292,1,1,1,Caldas,Marquetalia,Central,"135,6403555",1,1,Cabecera,Apartamento
8412293,1,1,1,Caldas,Marquetalia,Central,"109,9462108",1,1,Cabecera,Apartamento
8413191,1,1,1,Caldas,Manizales,Central,"252,9766327",1,1,Cabecera,Casa
8413192,1,1,1,Caldas,Manizales,Central,"268,2866772",1,1,Cabecera,Casa
8413193,1,1,1,Caldas,Manizales,Central,"206,3197747",1,1,Cabecera,Casa
8413194,1,1,1,Caldas,Manizales,Central,"429,9098972",1,1,Cabecera,Casa
8413195,1,1,1,Caldas,Manizales,Central,"377,6260729",1,1,Cabecera,Casa
