DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,cod_departamento,cod_municipio,region,FEX_C,cant_hog_completos,cant_hogares_vivienda,clase,tipo_vivienda
8426208,1,1,1,Caldas,Pácora,Central,"72,19743981",1,1,Centro poblado / Rural disperso,Casa
8426209,1,1,1,Caldas,Pácora,Central,"51,1292735",1,1,Centro poblado / Rural disperso,Casa
8426210,1,1,1,Caldas,Pácora,Central,"47,74640115",1,1,Centro poblado / Rural disperso,Casa
8426211,1,1,1,Caldas,Pácora,Central,"131,4357961",1,1,Centro poblado / Rural disperso,Casa
8426212,1,1,1,Caldas,Pácora,Central,"32,85894904",1,1,Centro poblado / Rural disperso,Casa
8426213,1,1,1,Caldas,Pácora,Central,"32,85894904",1,1,Centro poblado / Rural disperso,Casa
8426214,1,1,1,Caldas,Salamina,Central,"84,55751991",1,1,Centro poblado / Rural disperso,Casa
8426215,1,1,1,Caldas,Pácora,Central,"65,75846428",1,1,Centro poblado / Rural disperso,Casa
8426216,1,1,1,Caldas,Pácora,Central,"50,30241505",1,1,Centro poblado / Rural disperso,Casa
8426217,1,1,1,Caldas,Salamina,Central,"54,18421404",1,1,Centro poblado / Rural disperso,Casa
8426218,1,1,1,Caldas,Pácora,Central,"32,85894904",1,1,Centro poblado / Rural disperso,Casa
8426219,1,1,1,Caldas,Marulanda,Central,"4,384769505",1,1,Centro poblado / Rural disperso,Casa
8426220,1,1,1,Caldas,Marulanda,Central,"4,384769505",1,1,Centro poblado / Rural disperso,Casa
8426221,1,1,1,Caldas,Marulanda,Central,"14,34957367",1,1,Centro poblado / Rural disperso,Casa
8426222,1,1,1,Caldas,Marulanda,Central,"8,433872208",1,1,Centro poblado / Rural disperso,Casa
8426223,1,1,1,Caldas,Pácora,Central,"117,1098412",1,1,Cabecera,Casa
8426224,1,1,1,Caldas,Chinchiná,Central,"99,33553001",1,1,Cabecera,Apartamento
8426226,1,1,1,Caldas,Chinchiná,Central,"18,73153862",1,1,Centro poblado / Rural disperso,Casa
8426227,1,1,1,Caldas,Chinchiná,Central,"18,73153862",1,1,Centro poblado / Rural disperso,Casa
8426230,1,1,1,Caldas,Chinchiná,Central,"35,95228364",1,1,Centro poblado / Rural disperso,Casa
8426232,1,1,1,Caldas,Chinchiná,Central,"18,73153862",1,1,Centro poblado / Rural disperso,Casa
8426233,1,1,1,Caldas,Chinchiná,Central,"44,14268213",1,1,Centro poblado / Rural disperso,Casa
8426234,1,1,1,Caldas,Chinchiná,Central,"18,73153862",1,1,Centro poblado / Rural disperso,Casa
8426236,1,1,1,Caldas,Chinchiná,Central,"18,73153862",1,1,Centro poblado / Rural disperso,Casa
8426237,1,1,1,Caldas,Chinchiná,Central,"18,73153862",1,1,Centro poblado / Rural disperso,Casa
8426239,1,1,1,Caldas,Chinchiná,Central,"22,01374974",1,1,Centro poblado / Rural disperso,Casa
8426240,1,1,1,Caldas,Chinchiná,Central,"20,42076226",1,1,Centro poblado / Rural disperso,Casa
8426242,1,1,1,Caldas,Chinchiná,Central,"74,92615449",1,1,Centro poblado / Rural disperso,Casa
8426243,1,1,1,Caldas,Chinchiná,Central,"74,92615449",1,1,Centro poblado / Rural disperso,Casa
8426244,1,1,1,Caldas,Chinchiná,Central,"18,73153862",1,1,Centro poblado / Rural disperso,Casa
8426246,1,1,1,Caldas,Chinchiná,Central,"188,8048839",1,1,Cabecera,Casa
8426247,1,1,1,Caldas,Chinchiná,Central,"124,6962736",1,1,Cabecera,Casa
8426248,1,1,1,Caldas,Chinchiná,Central,"231,9696522",1,1,Cabecera,Casa
8426250,1,1,1,Caldas,Chinchiná,Central,"228,781597",1,1,Cabecera,Casa
8426251,1,1,1,Caldas,Chinchiná,Central,"124,6962736",1,1,Cabecera,Casa
8426253,1,1,1,Caldas,Chinchiná,Central,"228,781597",1,1,Cabecera,Casa
8426254,1,1,1,Caldas,Chinchiná,Central,"172,8272151",1,1,Cabecera,Casa
8426256,1,1,1,Caldas,Chinchiná,Central,"185,5049078",1,1,Cabecera,Casa
8426259,1,1,1,Caldas,Chinchiná,Central,"135,836127",1,1,Cabecera,Casa
8426261,1,1,1,Caldas,Chinchiná,Central,"329,3813277",1,1,Cabecera,Casa
8426262,1,1,1,Caldas,Chinchiná,Central,"252,3009739",1,1,Cabecera,Casa
8426263,1,1,1,Caldas,Chinchiná,Central,"98,00689577",1,1,Cabecera,Casa
8426264,1,1,1,Caldas,Chinchiná,Central,"98,00689577",1,1,Cabecera,Casa
8429584,1,1,1,Caldas,Manizales,Central,"206,0242939",3,3,Cabecera,Apartamento
8429585,1,1,1,Caldas,Manizales,Central,"136,960997",1,1,Cabecera,Apartamento
8429586,1,1,1,Caldas,Manizales,Central,"198,7371132",1,1,Cabecera,Apartamento
8429587,1,1,1,Caldas,Manizales,Central,"159,3553116",1,1,Cabecera,Casa
8429588,1,1,1,Caldas,Manizales,Central,"188,0529168",1,1,Cabecera,Casa
8429589,1,1,1,Caldas,Manizales,Central,"200,7095362",1,1,Cabecera,Apartamento
8429590,1,1,1,Caldas,Manizales,Central,"185,6438336",1,1,Cabecera,Apartamento
8429591,1,1,1,Caldas,Manizales,Central,"232,2357079",1,1,Cabecera,Apartamento
8429592,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8429593,1,1,1,Caldas,Anserma,Central,"185,2145258",1,1,Centro poblado / Rural disperso,Casa
8429594,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8429595,1,1,1,Caldas,Anserma,Central,"149,3429834",1,1,Centro poblado / Rural disperso,Casa
8429596,1,1,1,Caldas,Anserma,Central,"223,9387632",1,1,Centro poblado / Rural disperso,Casa
8429597,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8429598,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8429599,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8429600,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8429601,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8429604,1,1,1,Caldas,Salamina,Central,"207,0769237",1,1,Cabecera,Apartamento
8429605,1,1,1,Caldas,Salamina,Central,"251,9539676",1,1,Centro poblado / Rural disperso,Casa
8430180,1,1,1,Caldas,Manizales,Central,"419,7438147",1,1,Cabecera,Casa
8430181,1,1,1,Caldas,Manizales,Central,"169,6670656",1,1,Cabecera,Casa
8430182,1,1,1,Caldas,Manizales,Central,"312,1178789",1,1,Cabecera,Apartamento
8430183,1,1,1,Caldas,Manizales,Central,"108,586922",1,1,Cabecera,Apartamento
8430184,1,1,1,Caldas,Manizales,Central,"184,3705728",1,1,Cabecera,Apartamento
8430185,1,1,1,Caldas,Manizales,Central,"170,7759122",1,1,Cabecera,Apartamento
8430186,1,1,1,Caldas,Manizales,Central,"263,9843836",1,1,Cabecera,Casa
8430187,1,1,1,Caldas,Manizales,Central,"549,7212925",1,1,Cabecera,Casa
8430188,1,1,1,Caldas,Manizales,Central,"112,8319597",1,1,Cabecera,Casa
8430189,1,1,1,Caldas,Manizales,Central,"122,0645472",1,1,Cabecera,Casa
8430190,1,1,1,Caldas,Manizales,Central,"260,2108444",1,1,Cabecera,Casa
8430191,1,1,1,Caldas,Manizales,Central,"113,5640647",1,1,Cabecera,Casa
8430192,1,1,1,Caldas,Manizales,Central,"259,373136",1,1,Cabecera,Casa
8430193,1,1,1,Caldas,Manizales,Central,"155,9538512",1,1,Cabecera,Casa
8430194,1,1,1,Caldas,Manizales,Central,"96,85413051",1,1,Cabecera,Casa
8430195,1,1,1,Caldas,Salamina,Central,"74,46331733",1,1,Centro poblado / Rural disperso,Casa
8431757,1,1,1,Caldas,Manizales,Central,"205,3862011",1,1,Cabecera,Apartamento
8431758,1,1,1,Caldas,Manizales,Central,"471,5089721",1,1,Cabecera,Apartamento
8431759,1,1,1,Caldas,Manizales,Central,"139,9760221",1,1,Cabecera,Casa
8431760,1,1,1,Caldas,Manizales,Central,"183,3953763",1,1,Cabecera,Casa
8431761,1,1,1,Caldas,Manizales,Central,"212,2604131",1,1,Cabecera,Casa
8431762,1,1,1,Caldas,Manizales,Central,"336,9477685",1,1,Cabecera,Casa
8431763,1,1,1,Caldas,Manizales,Central,"112,8319597",1,1,Cabecera,Casa
8431764,1,1,1,Caldas,Manizales,Central,"173,9087422",1,1,Cabecera,Casa
8431765,1,1,1,Caldas,Manizales,Central,"236,4439316",1,1,Cabecera,Casa
8431766,1,1,1,Caldas,Villamaría,Central,"197,840274",1,1,Cabecera,Apartamento
8431767,1,1,1,Caldas,Manizales,Central,"236,4439316",1,1,Cabecera,Casa
8431768,1,1,1,Caldas,Villamaría,Central,"292,6298776",1,1,Cabecera,Casa
8431769,1,1,1,Caldas,Manizales,Central,"254,1422019",1,1,Cabecera,Casa
8431770,1,1,1,Caldas,Anserma,Central,"183,4254795",1,1,Cabecera,Apartamento
8431771,1,1,1,Caldas,Anserma,Central,"258,9900992",1,1,Cabecera,Apartamento
8431772,1,1,1,Caldas,Anserma,Central,"146,7403836",1,1,Cabecera,Apartamento
8431773,1,1,1,Caldas,Anserma,Central,"176,1626919",1,1,Centro poblado / Rural disperso,Casa
8431774,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8431775,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8431776,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8431777,1,1,1,Caldas,Anserma,Central,"209,1275539",1,1,Centro poblado / Rural disperso,Casa
8431778,1,1,1,Caldas,Anserma,Central,"81,34975656",1,1,Centro poblado / Rural disperso,Casa
8431779,1,1,1,Caldas,Anserma,Central,"75,35639932",1,1,Centro poblado / Rural disperso,Apartamento
8431780,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8432489,1,1,1,Caldas,Manizales,Central,"303,1531843",1,1,Cabecera,Casa
8432490,1,1,1,Caldas,Manizales,Central,"196,4005548",1,1,Cabecera,Casa
8432491,1,1,1,Caldas,Manizales,Central,"123,6684389",1,1,Cabecera,Apartamento
8432492,1,1,1,Caldas,Manizales,Central,"197,5627036",1,1,Cabecera,Casa
8432493,1,1,1,Caldas,Manizales,Central,"283,9792012",1,1,Cabecera,Casa
8432494,1,1,1,Caldas,Manizales,Central,"197,4559294",1,1,Cabecera,Apartamento
8432495,1,1,1,Caldas,Manizales,Central,"474,5354217",1,1,Cabecera,Casa
8432496,1,1,1,Caldas,Villamaría,Central,"177,0869547",1,1,Cabecera,Apartamento
8432497,1,1,1,Caldas,Villamaría,Central,"343,3130262",1,1,Cabecera,Apartamento
8432498,1,1,1,Caldas,Villamaría,Central,"115,9791552",1,1,Cabecera,Casa
8432499,1,1,1,Caldas,Villamaría,Central,"207,5902063",1,1,Cabecera,Casa
8432500,1,1,1,Caldas,Anserma,Central,"277,727837",1,1,Cabecera,Casa
8432502,1,1,1,Caldas,Anserma,Central,"125,5791108",1,1,Centro poblado / Rural disperso,Casa
8432503,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8432504,1,1,1,Caldas,Anserma,Central,"74,99552972",1,1,Centro poblado / Rural disperso,Casa
8432506,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8432507,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8432508,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8432509,1,1,1,Caldas,Anserma,Central,"221,6669651",1,1,Centro poblado / Rural disperso,Casa
8432510,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8432511,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8432512,1,1,1,Caldas,Anserma,Central,"172,5060721",1,1,Centro poblado / Rural disperso,Casa
8432513,1,1,1,Caldas,Anserma,Central,"223,9387632",1,1,Centro poblado / Rural disperso,Casa
8432514,1,1,1,Caldas,Anserma,Central,"215,3127383",1,1,Centro poblado / Rural disperso,Casa
8432515,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Apartamento
8432516,1,1,1,Caldas,Anserma,Central,"61,0334305",1,1,Centro poblado / Rural disperso,Casa
8432517,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8432518,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8432519,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Cuarto(s)
8432520,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Casa
8432521,1,1,1,Caldas,Anserma,Central,"55,98469079",1,1,Centro poblado / Rural disperso,Apartamento
8432564,1,1,1,Caldas,Pácora,Central,"99,37606523",1,1,Cabecera,Apartamento
8432565,1,1,1,Caldas,Pácora,Central,"99,37606523",1,1,Cabecera,Apartamento
8432566,1,1,1,Caldas,Pácora,Central,"130,0398067",1,1,Cabecera,Casa
8432567,1,1,1,Caldas,Pácora,Central,"99,37606523",1,1,Cabecera,Casa
8432568,1,1,1,Caldas,Pácora,Central,"101,2485405",1,1,Centro poblado / Rural disperso,Casa
8432569,1,1,1,Caldas,Chinchiná,Central,"180,1927313",1,1,Cabecera,Casa
8432570,1,1,1,Caldas,La Dorada,Central,"135,8381043",1,1,Cabecera,Apartamento
8432571,1,1,1,Caldas,La Dorada,Central,"135,8381043",1,1,Cabecera,Cuarto(s)
8432573,1,1,1,Caldas,La Dorada,Central,"366,4829121",1,1,Cabecera,Apartamento
8432574,1,1,1,Caldas,La Dorada,Central,"98,00832239",1,1,Cabecera,Casa
8432575,1,1,1,Caldas,La Dorada,Central,"148,3961741",1,1,Cabecera,Casa
8432577,1,1,1,Caldas,La Dorada,Central,"98,00832239",1,1,Cabecera,Apartamento
8432578,1,1,1,Caldas,La Dorada,Central,"98,00832239",1,1,Cabecera,Apartamento
8443847,1,1,1,Caldas,Manizales,Central,"464,2649662",1,1,Cabecera,Apartamento
8443848,1,1,1,Caldas,Manizales,Central,"262,7451432",1,1,Cabecera,Casa
8443849,1,1,1,Caldas,Manizales,Central,"424,2336906",1,1,Cabecera,Apartamento
8443850,1,1,1,Caldas,Manizales,Central,"255,3882792",1,1,Cabecera,Casa
8443851,1,1,1,Caldas,Manizales,Central,"176,7335582",1,1,Cabecera,Casa
8443852,1,1,1,Caldas,Manizales,Central,"453,2958663",1,1,Cabecera,Casa
8443853,1,1,1,Caldas,Manizales,Central,"185,6438336",1,1,Cabecera,Casa
8443854,1,1,1,Caldas,Manizales,Central,"197,1091903",1,1,Cabecera,Casa
8443855,1,1,1,Caldas,Manizales,Central,"197,4504105",1,1,Cabecera,Casa
8443856,1,1,1,Caldas,Manizales,Central,"167,0539847",1,1,Cabecera,Casa
8443857,1,1,1,Caldas,Manizales,Central,"112,8319597",1,1,Cabecera,Casa
8443858,1,1,1,Caldas,Villamaría,Central,"211,65706",1,1,Cabecera,Apartamento
8443859,1,1,1,Caldas,Villamaría,Central,"322,4074425",1,1,Cabecera,Casa
8443860,1,1,1,Caldas,Villamaría,Central,"232,8469262",1,1,Cabecera,Casa
8443861,1,1,1,Caldas,Villamaría,Central,"268,3089648",1,1,Cabecera,Casa
8443862,1,1,1,Caldas,Villamaría,Central,"115,9791552",1,1,Cabecera,Casa
8443864,1,1,1,Caldas,Villamaría,Central,"181,9198055",1,1,Cabecera,Apartamento
8443865,1,1,1,Caldas,Villamaría,Central,"142,3413357",1,1,Cabecera,Casa
8443866,1,1,1,Caldas,Villamaría,Central,"207,5902063",1,1,Cabecera,Casa
8443867,1,1,1,Caldas,Villamaría,Central,"197,840274",1,1,Cabecera,Apartamento
8443868,1,1,1,Caldas,Villamaría,Central,"160,7454162",1,1,Cabecera,Casa
8443869,1,1,1,Caldas,Villamaría,Central,"197,840274",1,1,Cabecera,Apartamento
8443870,1,1,1,Caldas,Villamaría,Central,"113,6727515",1,1,Cabecera,Casa
8443871,1,1,1,Caldas,Villamaría,Central,"262,9732751",1,1,Cabecera,Casa
8443872,1,1,1,Caldas,Villamaría,Central,"231,6252527",1,1,Cabecera,Casa
8443873,1,1,1,Caldas,Villamaría,Central,"292,6298776",1,1,Cabecera,Casa
8443874,1,1,1,Caldas,Manizales,Central,"250,0881764",1,1,Cabecera,Casa
8443875,1,1,1,Caldas,Villamaría,Central,"193,0074232",1,1,Cabecera,Apartamento
8443876,1,1,1,Caldas,Villamaría,Central,"257,7370478",1,1,Cabecera,Apartamento
8443877,1,1,1,Caldas,Villamaría,Central,"247,8563053",1,1,Cabecera,Apartamento
8443878,1,1,1,Caldas,Anserma,Central,"74,99552972",1,1,Centro poblado / Rural disperso,Casa
8443879,1,1,1,Caldas,Risaralda,Central,"94,75761604",1,1,Centro poblado / Rural disperso,Casa
8443880,1,1,1,Caldas,Risaralda,Central,"35,52209627",1,1,Centro poblado / Rural disperso,Casa
8443881,1,1,1,Caldas,Risaralda,Central,"47,58440904",1,1,Centro poblado / Rural disperso,Casa
8443882,1,1,1,Caldas,Risaralda,Central,"113,4862525",1,1,Centro poblado / Rural disperso,Casa
8443884,1,1,1,Caldas,Risaralda,Central,"35,52209627",1,1,Centro poblado / Rural disperso,Casa
8443885,1,1,1,Caldas,Risaralda,Central,"67,16356809",1,1,Centro poblado / Rural disperso,Casa
8443887,1,1,1,Caldas,Risaralda,Central,"35,52209627",1,1,Centro poblado / Rural disperso,Casa
8443891,1,1,1,Caldas,Salamina,Central,"62,52024697",1,1,Centro poblado / Rural disperso,Casa
8443892,1,1,1,Caldas,Salamina,Central,"62,52024697",1,1,Centro poblado / Rural disperso,Apartamento
8443893,1,1,1,Caldas,Salamina,Central,"223,9507861",1,1,Centro poblado / Rural disperso,Casa
8443894,1,1,1,Caldas,Salamina,Central,"62,52024697",1,1,Centro poblado / Rural disperso,Casa
8443895,1,1,1,Caldas,Salamina,Central,"241,1074418",1,1,Centro poblado / Rural disperso,Apartamento
8443896,1,1,1,Caldas,Marulanda,Central,"25,49237445",1,1,Centro poblado / Rural disperso,Casa
8443897,1,1,1,Caldas,Marulanda,Central,"8,221442821",1,1,Centro poblado / Rural disperso,Casa
8443898,1,1,1,Caldas,Salamina,Central,"62,52024697",1,1,Centro poblado / Rural disperso,Apartamento
8443899,1,1,1,Caldas,Salamina,Central,"62,52024697",1,1,Centro poblado / Rural disperso,Apartamento
8443900,1,1,1,Caldas,Salamina,Central,"62,52024697",1,1,Centro poblado / Rural disperso,Cuarto(s)
8443901,1,1,1,Caldas,Salamina,Central,"62,98849191",1,1,Centro poblado / Rural disperso,Casa
8443902,1,1,1,Caldas,Salamina,Central,"62,98849191",1,1,Centro poblado / Rural disperso,Casa
8443903,1,1,1,Caldas,Salamina,Central,"62,98849191",1,1,Centro poblado / Rural disperso,Casa
8443904,1,1,1,Caldas,Salamina,Central,"62,98849191",1,1,Centro poblado / Rural disperso,Casa
8443905,1,1,1,Caldas,Salamina,Central,"102,2848476",1,1,Centro poblado / Rural disperso,Casa
8443906,1,1,1,Caldas,Salamina,Central,"148,4384723",1,1,Centro poblado / Rural disperso,Casa
8443907,1,1,1,Caldas,Salamina,Central,"62,98849191",1,1,Centro poblado / Rural disperso,Casa
8443908,1,1,1,Caldas,Salamina,Central,"62,98849191",1,1,Centro poblado / Rural disperso,Casa
8443909,1,1,1,Caldas,Salamina,Central,"62,98849191",1,1,Centro poblado / Rural disperso,Casa
8443910,1,1,1,Caldas,Salamina,Central,"138,3978486",1,1,Centro poblado / Rural disperso,Casa
8443911,1,1,1,Caldas,Salamina,Central,"62,98849191",1,1,Centro poblado / Rural disperso,Casa
8443912,1,1,1,Caldas,Salamina,Central,"120,8966424",1,1,Centro poblado / Rural disperso,Casa
8443913,1,1,1,Caldas,Salamina,Central,"62,98849191",1,1,Centro poblado / Rural disperso,Casa
8443914,1,1,1,Caldas,Salamina,Central,"62,98849191",1,1,Centro poblado / Rural disperso,Casa
8443915,1,1,1,Caldas,Salamina,Central,"65,18711542",1,1,Cabecera,Casa
8443916,1,1,1,Caldas,Salamina,Central,"233,5620944",1,1,Cabecera,Casa
8443917,1,1,1,Caldas,Salamina,Central,"100,3460073",1,1,Cabecera,Casa
8443918,1,1,1,Caldas,Salamina,Central,"153,3381865",1,1,Centro poblado / Rural disperso,Casa
8443919,1,1,1,Caldas,Salamina,Central,"65,18711542",1,1,Cabecera,Apartamento
8443920,1,1,1,Caldas,Marulanda,Central,"25,99714627",1,1,Centro poblado / Rural disperso,Casa
8443921,1,1,1,Caldas,Marulanda,Central,"8,221442821",1,1,Centro poblado / Rural disperso,Casa
8443922,1,1,1,Caldas,Marulanda,Central,"20,01415012",1,1,Centro poblado / Rural disperso,Casa
8443923,1,1,1,Caldas,Marulanda,Central,"11,67756466",1,1,Centro poblado / Rural disperso,Casa
8443924,1,1,1,Caldas,Marulanda,Central,"8,221442821",1,1,Centro poblado / Rural disperso,Casa
8443925,1,1,1,Caldas,Salamina,Central,"216,7368562",1,1,Centro poblado / Rural disperso,Casa
8443926,1,1,1,Caldas,Salamina,Central,"62,52024697",1,1,Centro poblado / Rural disperso,Casa
8443927,1,1,1,Caldas,Pácora,Central,"290,409337",1,1,Cabecera,Apartamento
8443928,1,1,1,Caldas,Pácora,Central,"107,9083537",1,1,Cabecera,Casa
8443929,1,1,1,Caldas,Pácora,Central,"302,7188585",1,1,Cabecera,Apartamento
8443930,1,1,1,Caldas,Pácora,Central,"197,9806193",1,1,Cabecera,Apartamento
8443931,1,1,1,Caldas,Pácora,Central,"163,3859905",1,1,Cabecera,Apartamento
8443932,1,1,1,Caldas,Pácora,Central,"149,5594031",1,1,Cabecera,Apartamento
8443933,1,1,1,Caldas,Pácora,Central,"313,7982183",1,1,Cabecera,Apartamento
8443934,1,1,1,Caldas,Pácora,Central,"107,9083537",1,1,Cabecera,Apartamento
8443935,1,1,1,Caldas,Pácora,Central,"149,5594031",1,1,Cabecera,Apartamento
8443936,1,1,1,Caldas,Salamina,Central,"54,18421404",1,1,Centro poblado / Rural disperso,Casa
8443937,1,1,1,Caldas,Salamina,Central,"58,35223051",1,1,Centro poblado / Rural disperso,Casa
8443938,1,1,1,Caldas,Salamina,Central,"62,52024697",1,1,Centro poblado / Rural disperso,Apartamento
8443939,1,1,1,Caldas,Salamina,Central,"54,18421404",1,1,Centro poblado / Rural disperso,Casa
8443940,1,1,1,Caldas,Salamina,Central,"62,52024697",1,1,Centro poblado / Rural disperso,Casa
8443941,1,1,1,Caldas,Salamina,Central,"102,2848476",1,1,Centro poblado / Rural disperso,Casa
8443942,1,1,1,Caldas,Salamina,Central,"68,66883946",1,1,Centro poblado / Rural disperso,Casa
8443944,1,1,1,Caldas,Pácora,Central,"155,3315937",1,1,Centro poblado / Rural disperso,Casa
8443945,1,1,1,Caldas,Pácora,Central,"91,51348031",1,1,Centro poblado / Rural disperso,Casa
8443946,1,1,1,Caldas,Pácora,Central,"66,63175032",1,1,Centro poblado / Rural disperso,Casa
8443947,1,1,1,Caldas,Pácora,Central,"38,83289841",1,1,Centro poblado / Rural disperso,Casa
8443948,1,1,1,Caldas,Salamina,Central,"62,98849191",1,1,Centro poblado / Rural disperso,Casa
8443949,1,1,1,Caldas,Pácora,Central,"87,10597101",1,1,Centro poblado / Rural disperso,Casa
8443950,1,1,1,Caldas,Pácora,Central,"38,83289841",1,1,Centro poblado / Rural disperso,Casa
8443951,1,1,1,Caldas,Pácora,Central,"38,83289841",1,1,Centro poblado / Rural disperso,Casa
8443952,1,1,1,Caldas,Pácora,Central,"38,83289841",1,1,Centro poblado / Rural disperso,Casa
8443953,1,1,1,Caldas,Pácora,Central,"73,42348258",1,1,Centro poblado / Rural disperso,Casa
8443954,1,1,1,Caldas,Salamina,Central,"88,49169683",1,1,Centro poblado / Rural disperso,Casa
8443955,1,1,1,Caldas,Salamina,Central,"62,98849191",1,1,Centro poblado / Rural disperso,Casa
8443956,1,1,1,Caldas,Pácora,Central,"103,5894067",1,1,Centro poblado / Rural disperso,Casa
8443957,1,1,1,Caldas,Pácora,Central,"130,2223055",1,1,Centro poblado / Rural disperso,Casa
8443958,1,1,1,Caldas,Salamina,Central,"193,5171214",1,1,Centro poblado / Rural disperso,Casa
8443959,1,1,1,Caldas,Pácora,Central,"52,01946722",1,1,Centro poblado / Rural disperso,Casa
8443960,1,1,1,Caldas,Pácora,Central,"38,83289841",1,1,Centro poblado / Rural disperso,Casa
8443961,1,1,1,Caldas,Pácora,Central,"38,83289841",1,1,Centro poblado / Rural disperso,Casa
8443962,1,1,1,Caldas,Pácora,Central,"38,83289841",1,1,Centro poblado / Rural disperso,Casa
8443963,1,1,1,Caldas,Pácora,Central,"38,83289841",1,1,Centro poblado / Rural disperso,Casa
8443964,1,1,1,Caldas,Pácora,Central,"96,11298782",1,1,Centro poblado / Rural disperso,Casa
8443966,1,1,1,Caldas,Pácora,Central,"119,6561181",1,1,Centro poblado / Rural disperso,Casa
8443967,1,1,1,Caldas,Pácora,Central,"38,83289841",1,1,Centro poblado / Rural disperso,Casa
8443968,1,1,1,Caldas,Salamina,Central,"98,70099079",1,1,Cabecera,Casa
8443969,1,1,1,Caldas,Salamina,Central,"84,01894876",1,1,Cabecera,Casa
8443970,1,1,1,Caldas,Salamina,Central,"65,18711542",1,1,Cabecera,Casa
8443971,1,1,1,Caldas,Salamina,Central,"102,8400887",1,1,Cabecera,Casa
8443972,1,1,1,Caldas,Marulanda,Central,"27,56979989",1,1,Centro poblado / Rural disperso,Casa
8443973,1,1,1,Caldas,Marulanda,Central,"23,81942062",1,1,Centro poblado / Rural disperso,Casa
8443974,1,1,1,Caldas,Marulanda,Central,"25,33279702",1,1,Centro poblado / Rural disperso,Casa
8443975,1,1,1,Caldas,La Dorada,Central,"95,55811433",1,1,Cabecera,Casa
8443976,1,1,1,Caldas,La Dorada,Central,"228,4006459",1,1,Cabecera,Casa
8443977,1,1,1,Caldas,La Dorada,Central,"112,7996608",1,1,Cabecera,Casa
8443978,1,1,1,Caldas,La Dorada,Central,"277,8836393",1,1,Cabecera,Casa
8443979,1,1,1,Caldas,La Dorada,Central,"95,55811433",1,1,Cabecera,Casa
8443980,1,1,1,Caldas,La Dorada,Central,"148,9690309",1,1,Cabecera,Casa
8443981,1,1,1,Caldas,La Dorada,Central,"211,6237406",1,1,Cabecera,Casa
8443983,1,1,1,Caldas,La Dorada,Central,"95,55811433",1,1,Cabecera,Casa
8443985,1,1,1,Caldas,La Dorada,Central,"129,8610272",1,1,Cabecera,Casa
8443987,1,1,1,Caldas,La Dorada,Central,"215,7978208",1,1,Cabecera,Casa
8443988,1,1,1,Caldas,La Dorada,Central,"129,8610272",1,1,Cabecera,Casa
8443989,1,1,1,Caldas,La Dorada,Central,"268,2571859",1,1,Cabecera,Casa
8443991,1,1,1,Caldas,La Dorada,Central,"362,5898163",1,1,Cabecera,Casa
8443992,1,1,1,Caldas,La Dorada,Central,"277,6242369",1,1,Cabecera,Casa
8443993,1,1,1,Caldas,La Dorada,Central,"300,4236211",1,1,Cabecera,Casa
8443994,1,1,1,Caldas,La Dorada,Central,"146,0182539",1,1,Cabecera,Casa
8443996,1,1,1,Caldas,La Dorada,Central,"252,3046465",1,1,Cabecera,Casa
